ID,Income,AppliedOnline,Residence,YearCurrentAddress,YearsCurrentEmployer,NumberOfCards,CCDebt,Loans,LoanAmount,SalePrice,Location,MortgageDefault
100326.000000,55897,"NO","Private Renting",13,2,2.000000,315.000000,0.000000,9690.000000,240000,120,"NO"
100329.000000,44781,"YES","Owner Occupier",15,4,1.000000,331.000000,0.000000,10165.000000,150000,100,"NO"
100330.000000,45217,"YES","Private Renting",19,8,1.000000,732.000000,0.000000,5860.000000,240000,120,"YES"
100334.000000,44895,"YES","Owner Occupier",8,0,2.000000,888.000000,1.000000,8915.000000,310000,100,"YES"
100337.000000,45209,"YES","Owner Occupier",4,9,2.000000,658.000000,0.000000,11420.000000,185000,101,"YES"
100338.000000,45813,"NO","Owner Occupier",10,13,1.000000,59.000000,0.000000,7385.000000,103000,101,"YES"
100342.000000,43202,"YES","Owner Occupier",17,7,1.000000,1412.000000,1.000000,8925.000000,650000,101,"NO"
100343.000000,45687,"YES","Public Housing",22,16,2.000000,1064.000000,1.000000,8465.000000,349000,100,"NO"
100344.000000,49745,"NO","Private Renting",24,6,1.000000,518.000000,1.000000,5915.000000,170000,120,"NO"
100345.000000,53552,"YES","Owner Occupier",19,22,2.000000,1255.000000,1.000000,4430.000000,159900,100,"YES"
100346.000000,52118,"YES","Private Renting",17,22,2.000000,2771.000000,1.000000,8390.000000,165000,100,"YES"
100347.000000,55554,"YES","Public Housing",27,0,1.000000,708.000000,0.000000,8615.000000,235000,100,"NO"
100348.000000,54792,"YES","Owner Occupier",22,17,1.000000,1223.000000,0.000000,6915.000000,254500,130,"YES"
100350.000000,52973,"NO","Public Housing",13,3,1.000000,2535.000000,0.000000,9365.000000,420000,111,"YES"
100352.000000,52961,"YES","Public Housing",17,4,1.000000,1853.000000,1.000000,11950.000000,125000,130,"YES"
100353.000000,43908,"NO","Public Housing",18,15,1.000000,4242.000000,0.000000,7915.000000,190000,100,"NO"
100354.000000,57718,"YES","Owner Occupier",25,16,2.000000,1555.000000,1.000000,6285.000000,155000,130,"YES"
100360.000000,44052,"YES","Owner Occupier",13,5,2.000000,375.000000,0.000000,9305.000000,235000,100,"YES"
100361.000000,44613,"NO","Public Housing",17,11,2.000000,2134.000000,0.000000,4215.000000,500000,130,"YES"
100363.000000,44193,"YES","Public Housing",18,3,1.000000,260.000000,0.000000,6605.000000,284500,120,"NO"
100365.000000,45115,"YES","Private Renting",11,13,2.000000,5189.000000,1.000000,16935.000000,164000,101,"NO"
100367.000000,43645,"YES","Owner Occupier",5,13,2.000000,502.000000,0.000000,4600.000000,875000,100,"NO"
100368.000000,43474,"YES","Living with parents/guardian",17,1,1.000000,270.000000,1.000000,5315.000000,125000,100,"NO"
100369.000000,43322,"YES","Private Renting",15,6,2.000000,218.000000,1.000000,6940.000000,325000,100,"NO"
100373.000000,49678,"YES","Owner Occupier",11,8,2.000000,564.000000,0.000000,7195.000000,275000,100,"NO"
100374.000000,56849,"YES","Owner Occupier",4,4,1.000000,117.000000,1.000000,5725.000000,117000,100,"NO"
100375.000000,50808,"NO","Private Renting",19,18,2.000000,457.000000,0.000000,7775.000000,125000,101,"YES"
100376.000000,58505,"YES","Owner Occupier",11,9,2.000000,668.000000,0.000000,5370.000000,150000,100,"NO"
100377.000000,51945,"NO","Public Housing",19,0,1.000000,25.000000,1.000000,7480.000000,290000,110,"YES"
100378.000000,49075,"NO","Owner Occupier",7,16,2.000000,133.000000,0.000000,4900.000000,149900,101,"YES"
100379.000000,56087,"YES","Private Renting",14,16,2.000000,1386.000000,1.000000,9100.000000,273500,120,"NO"
100381.000000,53115,"YES","Owner Occupier",12,1,2.000000,674.000000,0.000000,10455.000000,309534,110,"YES"
100382.000000,49008,"YES","Private Renting",10,16,2.000000,216.000000,0.000000,10910.000000,145000,130,"NO"
100383.000000,54013,"YES","Private Renting",9,4,1.000000,996.000000,0.000000,11105.000000,156000,100,"NO"
100384.000000,53195,"NO","Owner Occupier",8,31,2.000000,7757.000000,1.000000,13645.000000,600000,100,"NO"
100385.000000,52896,"YES","Owner Occupier",19,6,2.000000,1655.000000,1.000000,8975.000000,260000,110,"YES"
100386.000000,54603,"NO","Owner Occupier",8,30,2.000000,1562.000000,1.000000,7760.000000,150000,100,"NO"
100388.000000,48511,"NO","Owner Occupier",21,25,1.000000,793.000000,0.000000,9550.000000,260000,120,"NO"
100389.000000,59036,"YES","Owner Occupier",7,6,1.000000,495.000000,1.000000,8915.000000,193000,101,"YES"
100390.000000,53559,"YES","Owner Occupier",7,19,2.000000,2646.000000,0.000000,10105.000000,537500,100,"NO"
100394.000000,44997,"NO","Public Housing",6,18,1.000000,1238.000000,1.000000,8070.000000,176000,100,"NO"
100396.000000,44442,"YES","Private Renting",12,16,1.000000,578.000000,0.000000,7600.000000,300000,100,"YES"
100398.000000,44187,"YES","Owner Occupier",19,3,1.000000,693.000000,0.000000,9310.000000,185000,100,"NO"
100399.000000,44617,"NO","Owner Occupier",4,10,2.000000,154.000000,1.000000,925.000000,275000,100,"YES"
100402.000000,44684,"YES","Owner Occupier",6,9,1.000000,194.000000,1.000000,3965.000000,1290000,110,"NO"
100403.000000,44831,"YES","Owner Occupier",15,2,1.000000,1597.000000,1.000000,8790.000000,161000,100,"YES"
100405.000000,43482,"YES","Owner Occupier",4,1,1.000000,361.000000,1.000000,8375.000000,499250,100,"NO"
100407.000000,43989,"YES","Owner Occupier",8,10,1.000000,30.000000,1.000000,5805.000000,410000,101,"NO"
100409.000000,43957,"NO","Public Housing",18,13,2.000000,286.000000,1.000000,7810.000000,350000,110,"NO"
100411.000000,47833,"YES","Owner Occupier",9,6,1.000000,854.000000,0.000000,12920.000000,200000,130,"NO"
100412.000000,56891,"NO","Owner Occupier",26,1,1.000000,1543.000000,1.000000,5545.000000,570000,100,"NO"
100414.000000,58026,"YES","Living with parents/guardian",17,13,1.000000,6156.000000,0.000000,15905.000000,153000,100,"YES"
100415.000000,53791,"YES","Owner Occupier",1,15,1.000000,1844.000000,1.000000,11855.000000,173900,100,"YES"
100416.000000,59463,"NO","Owner Occupier",2,9,2.000000,1298.000000,1.000000,4765.000000,222000,100,"NO"
100417.000000,44159,"YES","Public Housing",6,4,1.000000,1110.000000,0.000000,7735.000000,210000,100,"YES"
100418.000000,59508,"YES","Owner Occupier",2,19,1.000000,3671.000000,1.000000,10595.000000,135000,130,"NO"
100419.000000,51219,"YES","Private Renting",14,15,2.000000,1292.000000,1.000000,7005.000000,165000,111,"YES"
100421.000000,56486,"YES","Owner Occupier",5,11,1.000000,696.000000,1.000000,4240.000000,110000,100,"NO"
100422.000000,47623,"NO","Private Renting",23,7,1.000000,784.000000,1.000000,8630.000000,290000,100,"NO"
100423.000000,49007,"NO","Living with parents/guardian",14,18,1.000000,13360.000000,0.000000,24375.000000,200000,100,"NO"
100424.000000,43895,"YES","Owner Occupier",7,18,1.000000,446.000000,1.000000,9085.000000,400000,110,"NO"
100425.000000,55497,"YES","Owner Occupier",7,3,1.000000,637.000000,1.000000,8980.000000,229500,100,"YES"
100430.000000,45066,"YES","Private Renting",16,15,1.000000,860.000000,1.000000,6605.000000,255000,100,"YES"
100432.000000,44202,"NO","Owner Occupier",1,23,2.000000,2611.000000,0.000000,12915.000000,162000,101,"NO"
100436.000000,45518,"YES","Private Renting",17,22,1.000000,8231.000000,1.000000,16485.000000,260000,130,"NO"
100439.000000,43890,"YES","Owner Occupier",19,18,2.000000,505.000000,1.000000,6960.000000,348500,100,"NO"
100440.000000,44772,"YES","Owner Occupier",9,6,1.000000,469.000000,0.000000,7950.000000,1060000,101,"NO"
100442.000000,44271,"YES","Private Renting",17,20,1.000000,284.000000,1.000000,6185.000000,200000,130,"YES"
100443.000000,43874,"NO","Owner Occupier",18,0,2.000000,1320.000000,1.000000,10295.000000,258000,100,"YES"
100444.000000,43888,"YES","Owner Occupier",16,21,1.000000,3820.000000,1.000000,7240.000000,220000,100,"YES"
100445.000000,44194,"YES","Private Renting",16,2,2.000000,1007.000000,1.000000,8550.000000,565000,120,"YES"
100448.000000,53201,"NO","Owner Occupier",18,29,1.000000,17134.000000,0.000000,16275.000000,197307,100,"NO"
100449.000000,45238,"YES","Owner Occupier",9,6,2.000000,326.000000,1.000000,5515.000000,160000,120,"YES"
100450.000000,54673,"YES","Owner Occupier",15,22,2.000000,3086.000000,1.000000,11875.000000,180000,100,"NO"
100451.000000,46949,"YES","Public Housing",0,2,2.000000,1634.000000,1.000000,9720.000000,300000,110,"NO"
100452.000000,57689,"NO","Owner Occupier",25,19,1.000000,331.000000,1.000000,9915.000000,315000,100,"YES"
100453.000000,45869,"YES","Private Renting",21,8,2.000000,71.000000,1.000000,9240.000000,325000,100,"YES"
100454.000000,43799,"YES","Private Renting",11,4,1.000000,145.000000,0.000000,8810.000000,220000,100,"NO"
100456.000000,47026,"NO","Private Renting",23,18,2.000000,1368.000000,0.000000,6955.000000,145000,130,"NO"
100458.000000,46645,"NO","Owner Occupier",19,4,1.000000,884.000000,0.000000,6045.000000,475000,110,"NO"
100465.000000,44048,"NO","Owner Occupier",0,6,1.000000,222.000000,0.000000,10155.000000,299000,101,"NO"
100468.000000,45970,"NO","Owner Occupier",11,7,1.000000,579.000000,0.000000,9280.000000,132000,100,"NO"
100470.000000,45949,"NO","Private Renting",17,7,1.000000,3865.000000,0.000000,13010.000000,149000,100,"YES"
100472.000000,45659,"YES","Public Housing",12,17,1.000000,9466.000000,1.000000,17050.000000,340000,100,"NO"
100473.000000,43750,"NO","Private Renting",13,6,1.000000,988.000000,1.000000,7060.000000,443000,100,"NO"
100476.000000,44318,"YES","Owner Occupier",8,19,1.000000,2096.000000,0.000000,9240.000000,150876,100,"NO"
100477.000000,43761,"NO","Owner Occupier",10,6,1.000000,1418.000000,0.000000,11245.000000,192500,100,"NO"
100485.000000,45673,"YES","Owner Occupier",22,16,1.000000,359.000000,0.000000,6670.000000,185000,100,"NO"
100486.000000,54938,"NO","Owner Occupier",5,15,2.000000,268.000000,0.000000,8225.000000,235000,130,"NO"
100487.000000,49409,"YES","Owner Occupier",11,12,2.000000,107.000000,1.000000,9745.000000,190000,130,"NO"
100488.000000,54021,"YES","Owner Occupier",2,4,1.000000,101.000000,1.000000,12230.000000,355000,100,"YES"
100489.000000,48084,"YES","Owner Occupier",10,3,2.000000,555.000000,1.000000,10500.000000,265000,100,"YES"
100490.000000,50799,"YES","Owner Occupier",22,19,2.000000,1919.000000,0.000000,6020.000000,185000,111,"YES"
100491.000000,46785,"YES","Private Renting",14,4,1.000000,1227.000000,1.000000,6510.000000,300000,100,"NO"
100492.000000,53365,"YES","Owner Occupier",21,26,1.000000,3819.000000,0.000000,10250.000000,230000,100,"YES"
100493.000000,50515,"NO","Owner Occupier",3,5,1.000000,1642.000000,1.000000,12725.000000,106300,130,"YES"
100494.000000,55421,"NO","Owner Occupier",11,3,2.000000,1169.000000,0.000000,10715.000000,245000,130,"YES"
100495.000000,47734,"YES","Sheltered",23,6,2.000000,2631.000000,1.000000,14355.000000,150000,100,"NO"
100496.000000,44449,"YES","Private Renting",9,16,1.000000,4168.000000,0.000000,8450.000000,258000,100,"YES"
100497.000000,55777,"YES","Private Renting",1,11,2.000000,453.000000,0.000000,6215.000000,285000,100,"YES"
100499.000000,47422,"YES","Owner Occupier",11,12,2.000000,2010.000000,1.000000,12315.000000,330000,100,"YES"
100500.000000,50302,"YES","Owner Occupier",20,9,2.000000,455.000000,0.000000,10490.000000,535000,100,"YES"
100503.000000,44095,"YES","Private Renting",13,4,1.000000,368.000000,0.000000,8730.000000,285000,100,"NO"
100505.000000,45153,"NO","Owner Occupier",2,13,2.000000,804.000000,1.000000,8900.000000,146000,130,"YES"
100506.000000,43820,"NO","Owner Occupier",3,3,2.000000,230.000000,0.000000,12095.000000,395000,110,"NO"
100507.000000,43633,"YES","Public Housing",14,16,1.000000,6100.000000,0.000000,7330.000000,650000,110,"NO"
100510.000000,43976,"NO","Public Housing",18,12,2.000000,745.000000,0.000000,5145.000000,350000,100,"NO"
100511.000000,43835,"YES","Owner Occupier",3,1,2.000000,1501.000000,1.000000,12220.000000,144000,100,"NO"
100512.000000,45621,"YES","Owner Occupier",1,19,1.000000,1878.000000,0.000000,9260.000000,195000,100,"YES"
100516.000000,45849,"NO","Living with parents/guardian",13,9,2.000000,364.000000,1.000000,12210.000000,195000,100,"YES"
100519.000000,43408,"YES","Owner Occupier",10,4,2.000000,1106.000000,0.000000,10605.000000,182500,130,"NO"
100521.000000,44394,"NO","Owner Occupier",20,17,1.000000,2041.000000,0.000000,10100.000000,287500,100,"NO"
100522.000000,43982,"YES","Owner Occupier",13,11,2.000000,1055.000000,0.000000,9405.000000,500000,110,"NO"
100523.000000,44936,"YES","Owner Occupier",1,22,1.000000,4502.000000,0.000000,11015.000000,360000,110,"NO"
100524.000000,57004,"YES","Private Renting",14,31,1.000000,3561.000000,0.000000,6720.000000,121000,100,"NO"
100526.000000,52545,"YES","Owner Occupier",25,14,1.000000,1125.000000,0.000000,8060.000000,147000,100,"YES"
100527.000000,48061,"YES","Private Renting",3,5,2.000000,296.000000,0.000000,9680.000000,190500,100,"YES"
100529.000000,50075,"YES","Private Renting",4,18,2.000000,3768.000000,0.000000,6095.000000,150000,110,"NO"
100530.000000,43303,"YES","Owner Occupier",2,7,2.000000,866.000000,1.000000,10220.000000,75000,100,"NO"
100531.000000,45159,"NO","Owner Occupier",6,12,1.000000,2310.000000,0.000000,12065.000000,190000,100,"NO"
100532.000000,48931,"YES","Owner Occupier",11,19,2.000000,652.000000,0.000000,7795.000000,190000,100,"NO"
100533.000000,44363,"YES","Owner Occupier",5,19,1.000000,1609.000000,1.000000,7325.000000,250000,110,"YES"
100534.000000,44413,"YES","Private Renting",13,16,2.000000,885.000000,0.000000,4665.000000,165000,100,"YES"
100535.000000,49988,"YES","Private Renting",14,21,2.000000,2660.000000,0.000000,9645.000000,210000,100,"NO"
100536.000000,45450,"YES","Owner Occupier",15,24,1.000000,4217.000000,0.000000,8040.000000,270000,100,"YES"
100537.000000,45081,"NO","Owner Occupier",14,15,2.000000,713.000000,1.000000,8430.000000,140000,110,"NO"
100539.000000,47470,"NO","Private Renting",9,12,1.000000,2111.000000,0.000000,9255.000000,104000,130,"NO"
100548.000000,44272,"YES","Owner Occupier",12,20,1.000000,645.000000,1.000000,10095.000000,170000,100,"YES"
100549.000000,44460,"YES","Owner Occupier",4,16,1.000000,3467.000000,1.000000,9290.000000,192000,100,"YES"
100551.000000,43707,"YES","Owner Occupier",8,9,1.000000,1131.000000,0.000000,9365.000000,125000,100,"NO"
100558.000000,45419,"YES","Private Renting",1,2,2.000000,231.000000,0.000000,9200.000000,131500,100,"NO"
100561.000000,45721,"YES","Living with parents/guardian",3,14,1.000000,294.000000,1.000000,7925.000000,245000,100,"NO"
100562.000000,45103,"NO","Owner Occupier",21,14,1.000000,2327.000000,1.000000,5575.000000,185000,100,"YES"
100563.000000,55112,"YES","Living with parents/guardian",10,14,2.000000,4113.000000,1.000000,14510.000000,265000,100,"YES"
100565.000000,46823,"YES","Private Renting",22,2,1.000000,94.000000,1.000000,6575.000000,281915,100,"NO"
100566.000000,56590,"YES","Owner Occupier",27,8,2.000000,332.000000,0.000000,6605.000000,265000,100,"YES"
100567.000000,57683,"YES","Owner Occupier",14,24,1.000000,3275.000000,1.000000,10185.000000,281915,100,"YES"
100568.000000,55752,"YES","Owner Occupier",5,11,2.000000,2048.000000,1.000000,6685.000000,565000,100,"YES"
100569.000000,46168,"YES","Private Renting",0,6,1.000000,3762.000000,1.000000,12520.000000,385000,120,"YES"
100570.000000,55565,"NO","Owner Occupier",23,0,2.000000,2219.000000,0.000000,11885.000000,440000,110,"YES"
100571.000000,50076,"YES","Private Renting",0,17,1.000000,460.000000,1.000000,9385.000000,675000,130,"NO"
100578.000000,45750,"YES","Public Housing",13,13,1.000000,1930.000000,1.000000,11355.000000,209000,101,"NO"
100579.000000,45904,"YES","Owner Occupier",22,7,1.000000,60.000000,0.000000,4850.000000,110000,110,"NO"
100580.000000,44477,"NO","Private Renting",19,15,1.000000,351.000000,0.000000,8290.000000,220000,130,"NO"
100581.000000,45841,"NO","Public Housing",11,12,2.000000,4159.000000,0.000000,13350.000000,350000,100,"NO"
100585.000000,44010,"YES","Private Renting",4,7,2.000000,542.000000,1.000000,10180.000000,235000,100,"NO"
100586.000000,44378,"YES","Private Renting",9,18,2.000000,306.000000,0.000000,7445.000000,582000,120,"YES"
100587.000000,45246,"NO","Living with parents/guardian",6,5,1.000000,737.000000,1.000000,5300.000000,175000,130,"YES"
100588.000000,45266,"NO","Public Housing",3,5,1.000000,6805.000000,0.000000,21360.000000,550000,100,"YES"
100589.000000,43362,"YES","Owner Occupier",15,4,2.000000,434.000000,1.000000,4320.000000,650000,391,"YES"
100590.000000,59393,"NO","Owner Occupier",34,18,2.000000,2746.000000,0.000000,6845.000000,400000,100,"YES"
100591.000000,56523,"YES","Public Housing",20,10,1.000000,2066.000000,0.000000,9340.000000,157500,131,"YES"
100592.000000,55390,"NO","Living with parents/guardian",23,3,1.000000,812.000000,0.000000,7180.000000,231000,130,"NO"
100593.000000,50445,"YES","Public Housing",10,8,1.000000,237.000000,1.000000,9310.000000,250000,120,"YES"
100594.000000,49529,"YES","Owner Occupier",9,10,1.000000,342.000000,0.000000,7995.000000,345000,110,"YES"
100595.000000,47161,"YES","Public Housing",0,13,2.000000,1096.000000,1.000000,4855.000000,365000,110,"NO"
100596.000000,47019,"NO","Private Renting",11,21,1.000000,1138.000000,1.000000,8645.000000,345000,110,"NO"
100597.000000,53731,"NO","Public Housing",26,16,2.000000,13160.000000,1.000000,17985.000000,365000,110,"NO"
100598.000000,43514,"YES","Private Renting",17,0,2.000000,274.000000,0.000000,3425.000000,250000,130,"YES"
100599.000000,52495,"NO","Owner Occupier",18,16,2.000000,2527.000000,1.000000,10375.000000,195000,100,"YES"
100600.000000,45537,"YES","Private Renting",22,21,2.000000,2698.000000,1.000000,8885.000000,1000000,110,"YES"
100601.000000,55215,"YES","Private Renting",1,6,2.000000,1930.000000,0.000000,9820.000000,905000,110,"NO"
100602.000000,44892,"YES","Private Renting",12,2,2.000000,3337.000000,0.000000,11195.000000,175000,110,"NO"
100603.000000,52173,"YES","Public Housing",4,22,2.000000,689.000000,0.000000,9720.000000,140000,100,"YES"
100604.000000,49407,"NO","Owner Occupier",23,13,2.000000,1793.000000,0.000000,8950.000000,180000,100,"YES"
100605.000000,49415,"YES","Owner Occupier",17,11,1.000000,150.000000,0.000000,6485.000000,180000,101,"YES"
100614.000000,43622,"YES","Owner Occupier",8,18,1.000000,3828.000000,1.000000,5625.000000,180000,100,"YES"
100615.000000,44298,"NO","Owner Occupier",16,19,2.000000,763.000000,0.000000,8410.000000,170000,120,"YES"
100618.000000,45463,"YES","Owner Occupier",2,23,2.000000,478.000000,1.000000,13350.000000,215000,100,"NO"
100620.000000,44705,"YES","Owner Occupier",0,8,1.000000,230.000000,0.000000,5720.000000,275000,111,"NO"
100621.000000,50621,"NO","Owner Occupier",24,22,2.000000,1047.000000,0.000000,9940.000000,350000,120,"NO"
100622.000000,49600,"YES","Private Renting",5,9,2.000000,3366.000000,1.000000,9065.000000,330000,100,"NO"
100623.000000,48599,"YES","Owner Occupier",16,25,1.000000,1363.000000,1.000000,9385.000000,447000,100,"YES"
100624.000000,43677,"YES","Sheltered",16,9,1.000000,740.000000,0.000000,10915.000000,190000,100,"NO"
100625.000000,45993,"NO","Public Housing",6,7,2.000000,311.000000,0.000000,8670.000000,199000,100,"NO"
100626.000000,52887,"YES","Public Housing",10,9,2.000000,1339.000000,0.000000,8560.000000,185000,130,"YES"
100627.000000,44671,"YES","Private Renting",16,9,2.000000,3971.000000,1.000000,12050.000000,270000,130,"YES"
100628.000000,50199,"YES","Private Renting",5,12,1.000000,1230.000000,0.000000,10070.000000,199000,100,"NO"
100629.000000,54671,"YES","Owner Occupier",25,28,2.000000,3612.000000,0.000000,8610.000000,250000,120,"YES"
100630.000000,53180,"YES","Owner Occupier",9,31,2.000000,11860.000000,0.000000,16335.000000,335000,100,"YES"
100633.000000,43120,"YES","Public Housing",4,10,1.000000,801.000000,1.000000,6220.000000,215000,100,"YES"
100635.000000,44039,"YES","Owner Occupier",17,6,2.000000,109.000000,1.000000,6590.000000,235000,120,"YES"
100640.000000,43293,"NO","Private Renting",16,7,1.000000,2207.000000,1.000000,8450.000000,260000,100,"YES"
100641.000000,44534,"NO","Owner Occupier",9,13,2.000000,805.000000,0.000000,8775.000000,200000,130,"YES"
100642.000000,43739,"NO","Owner Occupier",3,7,1.000000,2247.000000,1.000000,10275.000000,285000,100,"YES"
100645.000000,43648,"NO","Owner Occupier",14,12,1.000000,2496.000000,1.000000,6095.000000,219000,100,"NO"
100650.000000,45283,"NO","Public Housing",15,3,1.000000,1460.000000,1.000000,13075.000000,167000,100,"YES"
100657.000000,59276,"YES","Public Housing",20,21,2.000000,8000.000000,1.000000,8265.000000,285000,100,"NO"
100660.000000,49850,"YES","Living with parents/guardian",5,1,2.000000,1265.000000,1.000000,4535.000000,455000,100,"NO"
100661.000000,47568,"YES","Private Renting",5,11,2.000000,2391.000000,1.000000,12965.000000,285000,100,"YES"
100662.000000,50833,"YES","Public Housing",21,16,1.000000,760.000000,1.000000,11585.000000,270000,100,"YES"
100664.000000,50631,"YES","Private Renting",26,21,2.000000,2132.000000,0.000000,3110.000000,299500,100,"NO"
100665.000000,57520,"YES","Private Renting",25,19,1.000000,890.000000,0.000000,11950.000000,430000,121,"NO"
100666.000000,59179,"YES","Living with parents/guardian",29,5,1.000000,5780.000000,1.000000,11885.000000,220000,111,"NO"
100668.000000,59692,"NO","Owner Occupier",11,3,1.000000,469.000000,0.000000,10100.000000,190000,100,"NO"
100670.000000,56470,"YES","Private Renting",31,15,2.000000,390.000000,0.000000,7055.000000,240000,110,"YES"
100671.000000,51859,"YES","Private Renting",19,2,2.000000,369.000000,1.000000,5290.000000,360000,110,"YES"
100672.000000,54777,"YES","Public Housing",26,17,2.000000,2814.000000,1.000000,10895.000000,260000,100,"NO"
100676.000000,44597,"YES","Owner Occupier",10,12,2.000000,468.000000,0.000000,8630.000000,135000,100,"NO"
100677.000000,44728,"YES","Private Renting",2,7,2.000000,847.000000,0.000000,11580.000000,237500,110,"NO"
100679.000000,45584,"NO","Private Renting",2,19,1.000000,1256.000000,0.000000,4150.000000,474000,110,"NO"
100681.000000,44582,"NO","Owner Occupier",1,13,1.000000,1581.000000,1.000000,10410.000000,238000,101,"NO"
100682.000000,44270,"YES","Owner Occupier",3,22,2.000000,962.000000,1.000000,7845.000000,200000,111,"NO"
100683.000000,45549,"NO","Owner Occupier",2,21,1.000000,5791.000000,0.000000,13325.000000,155500,100,"NO"
100684.000000,45712,"YES","Owner Occupier",14,15,2.000000,2216.000000,0.000000,8910.000000,215000,100,"NO"
100688.000000,45654,"YES","Public Housing",6,18,2.000000,5471.000000,0.000000,6915.000000,282000,130,"YES"
100691.000000,44898,"NO","Owner Occupier",4,22,1.000000,527.000000,0.000000,10270.000000,288500,100,"NO"
100693.000000,48414,"NO","Public Housing",9,0,2.000000,232.000000,0.000000,9240.000000,250000,110,"YES"
100694.000000,53307,"YES","Owner Occupier",8,27,2.000000,1984.000000,1.000000,9475.000000,130000,100,"NO"
100695.000000,58878,"NO","Owner Occupier",18,9,1.000000,1680.000000,0.000000,6165.000000,260000,100,"YES"
100696.000000,43977,"YES","Public Housing",14,12,1.000000,4763.000000,1.000000,11145.000000,330000,120,"NO"
100697.000000,51561,"NO","Public Housing",17,5,2.000000,3010.000000,0.000000,16630.000000,359850,100,"NO"
100698.000000,58785,"NO","Private Renting",31,16,2.000000,1111.000000,0.000000,7415.000000,275000,130,"NO"
100700.000000,55140,"NO","Owner Occupier",20,13,2.000000,5095.000000,0.000000,8540.000000,545000,100,"NO"
100701.000000,46501,"YES","Private Renting",5,5,2.000000,327.000000,1.000000,9070.000000,325000,100,"NO"
100702.000000,59201,"YES","Owner Occupier",12,25,1.000000,12164.000000,0.000000,14795.000000,545000,100,"YES"
100703.000000,45368,"NO","Owner Occupier",4,2,2.000000,711.000000,1.000000,10340.000000,325000,100,"NO"
100704.000000,43651,"YES","Private Renting",4,11,2.000000,527.000000,1.000000,6090.000000,265000,100,"NO"
100705.000000,49485,"YES","Private Renting",24,10,1.000000,563.000000,1.000000,4455.000000,250000,100,"YES"
100706.000000,46965,"NO","Public Housing",21,0,1.000000,83.000000,1.000000,4070.000000,498500,100,"YES"
100707.000000,46119,"YES","Private Renting",1,6,1.000000,104.000000,0.000000,11470.000000,145000,100,"YES"
100715.000000,44150,"YES","Owner Occupier",9,4,2.000000,1038.000000,1.000000,9010.000000,280000,110,"YES"
100716.000000,45217,"NO","Owner Occupier",17,8,2.000000,445.000000,1.000000,11455.000000,315000,120,"NO"
100718.000000,45240,"NO","Private Renting",12,5,2.000000,1320.000000,1.000000,5840.000000,368000,101,"NO"
